"","smrin","sme2mprt","smchmprs","smntrart","smnumgps","smmaprt","smexncrt","sm550nrm","smgnsdtc","smunmprt","sm350nrm","smrdlgth","smmncpb","sme1mmrt","smsflgth","smestlbs","smmppd","smnterrt","smrrnanm","smrdttl","smvqcfl","smmncv","smtrscpt","smmppdpr","smcglgth","smgappct","smunpdrd","smntrnrt","smmpunrt","smexpeff","smmppdun","sme2mmrt","sme2anti","smaltalg","sme2snse","smmflgth","sme1anti","smspltrd","smbsmmrt","sme1snse","sme1pcts","smrrnart","sme1mprt","smnum5cd","smdpmprt","sme2pcts"
"smtrscpt",0.248122096061707,-0.0508564226329327,0.665178656578064,-0.0755208656191826,-0.513785779476166,-0.0661716386675835,-0.445777297019958,0.179415628314018,0.956939220428467,0.422134071588516,0.316134989261627,-0.0494173504412174,0.205198466777802,-0.0198181290179491,0.209547251462936,0.519898533821106,0.174398005008698,0.0739864185452461,0.0498570464551449,0.169875025749207,0.120106548070908,-0.396049350500107,1,0.148776978254318,-0.533105909824371,-0.599340975284576,0.13309870660305,0.556627929210663,0.410640478134155,-0.291227370500565,0.544227182865143,-0.0580733567476273,0.102377012372017,-0.215071499347687,0.0954180806875229,0.0894484296441078,0.114357434213161,-0.0390291251242161,-0.0943197533488274,0.115364715456963,0.0349598675966263,-0.00131895486265421,-0.0767296999692917,0.430216640233994,-0.422134071588516,-0.251161605119705
"smmppdpr",-0.109205968677998,0.214208409190178,0.305290549993515,0.166128784418106,-0.437159240245819,0.214160576462746,0.274440854787827,-0.00230577378533781,0.208795785903931,-0.282193452119827,-0.0686999186873436,-0.0632185861468315,0.704581797122955,0.0768578052520752,0.892160594463348,0.114401012659073,0.989095687866211,-0.164948523044586,0.26944774389267,0.805896699428558,0.0890938490629196,-0.0211610049009323,0.148776978254318,1,-0.376227915287018,-0.33376681804657,-0.0569206401705742,-0.286570340394974,-0.0987639427185059,0.420192301273346,0.344035148620605,-0.101681992411613,0.985195219516754,0.598167657852173,0.982575535774231,0.924054324626923,0.962147772312164,0.899107813835144,-0.172159224748611,0.963595926761627,0.0439677648246288,-0.00221226154826581,0.219880819320679,0.40067195892334,0.282193452119827,0.0861785635352135
"smcglgth",-0.223580181598663,-0.38064256310463,-0.389753788709641,-0.0895933583378792,0.940904319286346,-0.371010929346085,0.202849134802818,-0.33812204003334,-0.499240607023239,-0.382824093103409,-0.0686527863144875,-0.0311641022562981,-0.540855944156647,-0.0945168808102608,-0.378265589475632,-0.557640969753265,-0.366392940282822,0.0895866379141808,-0.0308551285415888,-0.154107794165611,0.162163868546486,0.626347124576569,-0.533105909824371,-0.376227915287018,1,0.977691650390625,-0.0191660951822996,-0.314775466918945,-0.50999528169632,-0.175112023949623,-0.626599252223969,0.39944788813591,-0.36297994852066,-0.117560490965843,-0.349871963262558,-0.347599685192108,-0.324278920888901,-0.222064480185509,0.294959515333176,-0.328395128250122,-0.0930252373218536,0.0231209099292755,-0.352213025093079,-0.872690737247467,0.382824093103409,0.334070205688477
"smgappct",-0.287401556968689,-0.359344452619553,-0.436888098716736,-0.0348315574228764,0.919549345970154,-0.345650970935822,0.295491337776184,-0.334546744823456,-0.570782721042633,-0.460819035768509,-0.0930767059326172,-0.0391777157783508,-0.51670229434967,-0.0803744941949844,-0.344249546527863,-0.624546766281128,-0.32451269030571,0.0350243113934994,-0.0350419096648693,-0.11876168102026,0.166783183813095,0.627350747585297,-0.599340975284576,-0.33376681804657,0.977691650390625,1,-0.0176752731204033,-0.412052422761917,-0.575909614562988,-0.0976287499070168,-0.681750237941742,0.396080851554871,-0.309892773628235,-0.0329330451786518,-0.295999825000763,-0.298100799322128,-0.270651519298553,-0.150507539510727,0.298429548740387,-0.274396955966949,-0.0796164125204086,0.00550455786287785,-0.322454631328583,-0.851530969142914,0.460819035768509,0.374962151050568
"smunpdrd",-0.115454196929932,-0.237564563751221,0.144914343953133,-0.0805541053414345,-0.0163893699645996,-0.216746032238007,-0.0490940324962139,-0.0102443816140294,0.157788991928101,-0.029167678207159,0.0468429513275623,-0.00816037226468325,0.00871877651661634,0.0965950638055801,-0.121427029371262,0.00194451189599931,0.0607292167842388,0.0806983336806297,0.137745797634125,0.218728959560394,0.264692068099976,0.0150306494906545,0.13309870660305,-0.0569206401705742,-0.0191660951822996,-0.0176752731204033,1,0.0443853139877319,-0.11171992868185,-0.206899538636208,0.0210671164095402,0.229313254356384,-0.0674984082579613,0.111711956560612,-0.0616438537836075,-0.116096146404743,0.0380553230643272,0.0615568831562996,0.208145394921303,0.0337126031517982,-0.112977378070354,0.0354309938848019,-0.234996035695076,-0.0353116355836391,0.029167678207159,0.141850084066391
"smntrnrt",0.345481544733047,-0.1632249802351,0.475285768508911,-0.411447644233704,-0.28040137887001,-0.202947035431862,-0.912895977497101,0.301027327775955,0.593412756919861,0.699565172195435,0.336739629507065,0.0409585200250149,-0.0765209272503853,-0.0701692253351212,-0.219032794237137,0.599727749824524,-0.274559259414673,0.409515917301178,0.0523260198533535,-0.221871063113213,-0.0651324242353439,-0.293619513511658,0.556627929210663,-0.286570340394974,-0.314775466918945,-0.412052422761917,0.0443853139877319,1,0.573995530605316,-0.676179468631744,0.500733494758606,-0.0115519994869828,-0.373883098363876,-0.673390686511993,-0.386628597974777,-0.356444835662842,-0.384652197360992,-0.587993264198303,-0.0125606637448072,-0.386749982833862,-0.0606639161705971,0.13565394282341,-0.247415080666542,0.238239631056786,-0.699565172195435,-0.408246099948883
"smmpunrt",0.376218289136887,0.375414073467255,0.39935240149498,-0.268882900476456,-0.526282370090485,0.339851230382919,-0.522064864635468,0.371892839670181,0.42711991071701,0.929947435855865,0.248766154050827,-0.0151368444785476,0.428600281476974,0.0547685995697975,0.0166497118771076,0.925353467464447,-0.131834581494331,0.267733484506607,-0.000804638490080833,-0.365241438150406,-0.324576735496521,-0.258502870798111,0.410640478134155,-0.0987639427185059,-0.50999528169632,-0.575909614562988,-0.11171992868185,0.573995530605316,1,-0.0857183188199997,0.828737318515778,-0.454167425632477,-0.170024663209915,-0.562035441398621,-0.190164551138878,-0.136912509799004,-0.248709619045258,-0.353567063808441,-0.315279304981232,-0.245836436748505,0.0214539971202612,0.157045662403107,0.295202493667603,0.541462063789368,-0.929947435855865,-0.596981108188629
"smexpeff",-0.130170226097107,0.717686772346497,-0.307603031396866,0.584158062934875,-0.207464665174484,0.756138384342194,0.758147597312927,-0.0560825131833553,-0.381136178970337,-0.33913853764534,-0.265314817428589,-0.0538693591952324,0.348935931921005,0.0964702293276787,0.408068120479584,-0.188345313072205,0.362587511539459,-0.582527458667755,-0.247965469956398,0.0336095727980137,-0.255363196134567,-0.122349336743355,-0.291227370500565,0.420192301273346,-0.175112023949623,-0.0976287499070168,-0.206899538636208,-0.676179468631744,-0.0857183188199997,1,-0.10418763756752,-0.491319000720978,0.508131384849548,0.546999990940094,0.507377982139587,0.516286253929138,0.441549837589264,0.576910972595215,-0.348426848649979,0.450666576623917,0.177945122122765,-0.270653694868088,0.782188296318054,0.22581484913826,0.33913853764534,0.0629701763391495
"smmppdun",0.299146175384521,0.238707587122917,0.646068930625916,-0.282984256744385,-0.669878542423248,0.200554475188255,-0.479778677225113,0.327577620744705,0.618915379047394,0.757908582687378,0.238293990492821,-0.0454105362296104,0.737895429134369,0.0717267021536827,0.399681478738785,0.954566597938538,0.340954214334488,0.282132744789124,0.208846390247345,0.169545039534569,-0.145357847213745,-0.177592217922211,0.544227182865143,0.344035148620605,-0.626599252223969,-0.681750237941742,0.0210671164095402,0.500733494758606,0.828737318515778,-0.10418763756752,1,-0.302811175584793,0.254135280847549,-0.278095334768295,0.235684350132942,0.251617461442947,0.210693314671516,0.0558986514806747,-0.265847414731979,0.210651397705078,-0.0235924180597067,0.175006702542305,0.159098580479622,0.645682990550995,-0.757908582687378,-0.479464918375015
"sme2mmrt",-0.16787326335907,-0.785752654075623,0.0445583909749985,-0.150542929768562,0.406971633434296,-0.782387793064117,-0.0589554868638515,-0.220283538103104,0.0151623096317053,-0.2750284075737,0.0610372684895992,-0.0414037220180035,-0.303662657737732,0.167696744203568,-0.214648097753525,-0.316388815641403,-0.0319475084543228,0.149789482355118,0.137956947088242,0.268518954515457,0.449832856655121,0.340567886829376,-0.0580733567476273,-0.101681992411613,0.39944788813591,0.396080851554871,0.229313254356384,-0.0115519994869828,-0.454167425632477,-0.491319000720978,-0.302811175584793,1,-0.116653010249138,-0.0246709678322077,-0.102924339473248,-0.215236648917198,-0.0187205970287323,-0.0549755915999413,0.766113698482513,-0.0210028439760208,-0.0148645602166653,0.0387653894722462,-0.751520097255707,-0.425119966268539,0.2750284075737,0.39002451300621
"sme2anti",-0.128545746207237,0.245848700404167,0.223819807171822,0.286024659872055,-0.424701362848282,0.251720190048218,0.387039631605148,-0.0267570968717337,0.137170627713203,-0.362622886896133,-0.107804954051971,-0.0614377819001675,0.662757039070129,0.0837498232722282,0.880948066711426,0.02518973313272,0.972179472446442,-0.284684479236603,0.178376108407974,0.782560586929321,0.0823289528489113,-0.0569090954959393,0.102377012372017,0.985195219516754,-0.36297994852066,-0.309892773628235,-0.0674984082579613,-0.373883098363876,-0.170024663209915,0.508131384849548,0.254135280847549,-0.116653010249138,1,0.66526997089386,0.998893678188324,0.938595652580261,0.978105127811432,0.94039922952652,-0.172199949622154,0.980394721031189,0.071409597992897,-0.0911730527877808,0.263492435216904,0.378793120384216,0.362622886896133,0.122029460966587
"smaltalg",-0.341033905744553,0.137892305850983,-0.161063820123672,0.326441049575806,-0.131499469280243,0.175996392965317,0.607321798801422,-0.223742485046387,-0.231687471270561,-0.708161354064941,-0.297961592674255,0.0244860723614693,0.249576330184937,0.158368483185768,0.440705120563507,-0.468315631151199,0.614500463008881,-0.324127584695816,0.196850955486298,0.561135947704315,0.176641672849655,-0.0237314980477095,-0.215071499347687,0.598167657852173,-0.117560490965843,-0.0329330451786518,0.111711956560612,-0.673390686511993,-0.562035441398621,0.546999990940094,-0.278095334768295,-0.0246709678322077,0.66526997089386,1,0.677864074707031,0.60882556438446,0.708188652992249,0.801448225975037,-0.0343736819922924,0.707781970500946,0.043444748967886,-0.00816045794636011,0.220055982470512,0.0961042940616608,0.708161354064941,0.398553282022476
"sme2snse",-0.142496809363365,0.23296894133091,0.217496067285538,0.29435259103775,-0.410609841346741,0.239913359284401,0.400584250688553,-0.0374489054083824,0.129685416817665,-0.381378501653671,-0.109978072345257,-0.0574309714138508,0.65128630399704,0.0842952728271484,0.875568687915802,0.00553006120026112,0.971528232097626,-0.292992800474167,0.175882309675217,0.788657665252686,0.0942656770348549,-0.0488593503832817,0.0954180806875229,0.982575535774231,-0.349871963262558,-0.295999825000763,-0.0616438537836075,-0.386628597974777,-0.190164551138878,0.507377982139587,0.235684350132942,-0.102924339473248,0.998893678188324,0.677864074707031,1,0.937968611717224,0.981628715991974,0.946423947811127,-0.160468250513077,0.982937514781952,0.0536863952875137,-0.0958729758858681,0.253163009881973,0.362259030342102,0.381378501653671,0.158082604408264
"smmflgth",-0.117942921817303,0.281499981880188,0.206290990114212,0.320428758859634,-0.41622468829155,0.292276948690414,0.396170258522034,-0.0502809695899487,0.11220546066761,-0.318900287151337,-0.0896662399172783,0.00200347113423049,0.669026434421539,-0.0921481475234032,0.954258680343628,0.0354523994028568,0.900460243225098,-0.319319635629654,0.102407328784466,0.707451820373535,0.0393929854035378,-0.0345702357590199,0.0894484296441078,0.924054324626923,-0.347599685192108,-0.298100799322128,-0.116096146404743,-0.356444835662842,-0.136912509799004,0.516286253929138,0.251617461442947,-0.215236648917198,0.938595652580261,0.60882556438446,0.937968611717224,1,0.90765905380249,0.883351564407349,-0.347118705511093,0.907681882381439,0.0384184904396534,-0.143238916993141,0.310109972953796,0.36645171046257,0.318900287151337,0.12254648655653
"sme1anti",-0.173433363437653,0.145603388547897,0.257228404283524,0.274843752384186,-0.381701588630676,0.157365947961807,0.39153590798378,-0.0568151883780956,0.156402602791786,-0.411400198936462,-0.124260105192661,-0.0592117756605148,0.62509024143219,0.0982882753014565,0.842954516410828,-0.0227265898138285,0.974832832813263,-0.273453742265701,0.203310802578926,0.853501796722412,0.17862243950367,-0.0296454932540655,0.114357434213161,0.962147772312164,-0.324278920888901,-0.270651519298553,0.0380553230643272,-0.384652197360992,-0.248709619045258,0.441549837589264,0.210693314671516,-0.0187205970287323,0.978105127811432,0.708188652992249,0.981628715991974,0.90765905380249,1,0.953288853168488,-0.0948330760002136,0.998797595500946,0.0248898230493069,-0.0982538759708405,0.178350999951363,0.330202490091324,0.411400198936462,0.214822068810463
"smspltrd",-0.215440556406975,0.187914729118347,0.0702693611383438,0.353950798511505,-0.282188892364502,0.208897605538368,0.584526777267456,-0.0994679480791092,-0.0232504177838564,-0.531220555305481,-0.207816779613495,0.0115752341225743,0.565274357795715,0.0912062674760818,0.7831751704216,-0.17090205848217,0.905942499637604,-0.352135330438614,0.151157170534134,0.775196850299835,0.162955701351166,0.00962739065289497,-0.0390291251242161,0.899107813835144,-0.222064480185509,-0.150507539510727,0.0615568831562996,-0.587993264198303,-0.353567063808441,0.576910972595215,0.0558986514806747,-0.0549755915999413,0.94039922952652,0.801448225975037,0.946423947811127,0.883351564407349,0.953288853168488,1,-0.111684024333954,0.952978253364563,0.0199700612574816,-0.124397113919258,0.234716221690178,0.245697915554047,0.531220555305481,0.279953122138977
"smbsmmrt",-0.13392148911953,-0.563501179218292,-0.0649552866816521,-0.0895952135324478,0.314830869436264,-0.572596192359924,-0.0430519171059132,-0.1812514513731,-0.0621549226343632,-0.17539656162262,-0.00643730582669377,-0.0779102295637131,-0.268735438585281,0.653821170330048,-0.357943594455719,-0.248519822955132,-0.114320941269398,0.088506281375885,0.0570348352193832,0.101837582886219,0.325425863265991,0.243709787726402,-0.0943197533488274,-0.172159224748611,0.294959515333176,0.298429548740387,0.208145394921303,-0.0125606637448072,-0.315279304981232,-0.348426848649979,-0.265847414731979,0.766113698482513,-0.172199949622154,-0.0343736819922924,-0.160468250513077,-0.347118705511093,-0.0948330760002136,-0.111684024333954,1,-0.0931858420372009,0.0878632664680481,0.0230189878493547,-0.571022093296051,-0.322168946266174,0.17539656162262,0.31361585855484
"sme1snse",-0.173685505986214,0.149092197418213,0.254998654127121,0.27902016043663,-0.385289460420609,0.162832349538803,0.394090801477432,-0.0574749149382114,0.156240195035934,-0.411009550094604,-0.122920297086239,-0.0609925799071789,0.62615704536438,0.103934779763222,0.843791723251343,-0.0223920810967684,0.974701941013336,-0.277641206979752,0.200339570641518,0.847341477870941,0.179884359240532,-0.0323559567332268,0.115364715456963,0.963595926761627,-0.328395128250122,-0.274396955966949,0.0337126031517982,-0.386749982833862,-0.245836436748505,0.450666576623917,0.210651397705078,-0.0210028439760208,0.980394721031189,0.707781970500946,0.982937514781952,0.907681882381439,0.998797595500946,0.952978253364563,-0.0931858420372009,1,0.0613774135708809,-0.0990844145417213,0.186855047941208,0.334937870502472,0.411009550094604,0.197330385446548
"sme1pcts",-0.0250711236149073,0.0359331406652927,-0.0359408520162106,0.139717176556587,-0.0971776843070984,0.0899302214384079,0.0874375179409981,-0.00305436435155571,-0.000331740739056841,-0.031380407512188,-0.0245788414031267,-0.0828074514865875,0.0179498642683029,0.184861451387405,0.0380688235163689,-0.0397649593651295,0.0206400658935308,-0.140032812952995,-0.119244664907455,-0.0881727635860443,0.155371651053429,-0.0717230513691902,0.0349598675966263,0.0439677648246288,-0.0930252373218536,-0.0796164125204086,-0.112977378070354,-0.0606639161705971,0.0214539971202612,0.177945122122765,-0.0235924180597067,-0.0148645602166653,0.071409597992897,0.043444748967886,0.0536863952875137,0.0384184904396534,0.0248898230493069,0.0199700612574816,0.0878632664680481,0.0613774135708809,1,-0.0812735334038734,0.171697109937668,0.11028191447258,0.031380407512188,-0.379940152168274
"smrrnart",-0.0187483094632626,-0.0815656334161758,0.14173312485218,-0.853254079818726,0.0390543416142464,-0.0998675003647804,-0.449540466070175,-0.0607816427946091,0.115082398056984,0.154111206531525,0.103856690227985,0.0511981509625912,0.0537095218896866,0.128358423709869,-0.091637872159481,0.171155512332916,0.00254360656253994,0.853910863399506,0.920404076576233,-0.00985869951546192,0.0424370691180229,0.189890936017036,-0.00131895486265421,-0.00221226154826581,0.0231209099292755,0.00550455786287785,0.0354309938848019,0.13565394282341,0.157045662403107,-0.270653694868088,0.175006702542305,0.0387653894722462,-0.0911730527877808,-0.00816045794636011,-0.0958729758858681,-0.143238916993141,-0.0982538759708405,-0.124397113919258,0.0230189878493547,-0.0990844145417213,-0.0812735334038734,1,-0.112757533788681,0.0494088940322399,-0.154111206531525,-0.125125244259834
"sme1mprt",0.0293934196233749,0.924735069274902,-0.13186177611351,0.323845446109772,-0.360094636678696,0.972943961620331,0.321919858455658,0.111371852457523,-0.148531273007393,0.0531124696135521,-0.149466052651405,-0.056095365434885,0.30377060174942,-0.0564338266849518,0.258737623691559,0.138134688138962,0.151892423629761,-0.322441786527634,-0.195051684975624,-0.220812782645226,-0.342385143041611,-0.28334704041481,-0.0767296999692917,0.219880819320679,-0.352213025093079,-0.322454631328583,-0.234996035695076,-0.247415080666542,0.295202493667603,0.782188296318054,0.159098580479622,-0.751520097255707,0.263492435216904,0.220055982470512,0.253163009881973,0.310109972953796,0.178350999951363,0.234716221690178,-0.571022093296051,0.186855047941208,0.171697109937668,-0.112757533788681,1,0.39253294467926,-0.0531124696135521,-0.249922305345535
"smnum5cd",0.204114943742752,0.422505736351013,0.356054276227951,0.0194631032645702,-0.860422313213348,0.410409539937973,-0.170496806502342,0.408890783786774,0.424153417348862,0.401024907827377,-0.00437108194455504,-0.0222622659057379,0.603263378143311,0.109711438417435,0.40742814540863,0.579058587551117,0.383583664894104,-0.0194639936089516,0.0971711874008179,0.150845676660538,-0.188969239592552,-0.521252751350403,0.430216640233994,0.40067195892334,-0.872690737247467,-0.851530969142914,-0.0353116355836391,0.238239631056786,0.541462063789368,0.22581484913826,0.645682990550995,-0.425119966268539,0.378793120384216,0.0961042940616608,0.362259030342102,0.36645171046257,0.330202490091324,0.245697915554047,-0.322168946266174,0.334937870502472,0.11028191447258,0.0494088940322399,0.39253294467926,1,-0.401024907827377,-0.398198515176773
"smdpmprt",-0.386415034532547,-0.138461291790009,-0.383361637592316,0.372442454099655,0.389469295740128,-0.0993720665574074,0.659204721450806,-0.338897734880447,-0.439565539360046,-1,-0.277927279472351,0.0084588248282671,-0.286363333463669,-0.0328857935965061,0.143794134259224,-0.899974346160889,0.293584525585175,-0.370741456747055,0.000600809929892421,0.383484393358231,0.208245784044266,0.18347279727459,-0.422134071588516,0.282193452119827,0.382824093103409,0.460819035768509,0.029167678207159,-0.699565172195435,-0.929947435855865,0.33913853764534,-0.757908582687378,0.2750284075737,0.362622886896133,0.708161354064941,0.381378501653671,0.318900287151337,0.411400198936462,0.531220555305481,0.17539656162262,0.411009550094604,0.031380407512188,-0.154111206531525,-0.0531124696135521,-0.401024907827377,1,0.547005534172058
"sme2pcts",-0.415251433849335,-0.319765329360962,-0.183071583509445,0.232207208871841,0.324260264635086,-0.28746709227562,0.406514853239059,-0.253825306892395,-0.271446347236633,-0.547005534172058,-0.133734479546547,0.0823622420430183,-0.181155756115913,0.0566244088113308,0.0188947040587664,-0.531028985977173,0.126933604478836,-0.231551632285118,-0.00295561319217086,0.290705412626266,0.341508150100708,0.221985921263695,-0.251161605119705,0.0861785635352135,0.334070205688477,0.374962151050568,0.141850084066391,-0.408246099948883,-0.596981108188629,0.0629701763391495,-0.479464918375015,0.39002451300621,0.122029460966587,0.398553282022476,0.158082604408264,0.12254648655653,0.214822068810463,0.279953122138977,0.31361585855484,0.197330385446548,-0.379940152168274,-0.125125244259834,-0.249922305345535,-0.398198515176773,0.547005534172058,1
